Employee_ID,Employee_Name,Age,Gender,Department,Job_Role,Education_Level,Monthly_Income,Experience_Years,Work_Location,Distance_From_Home_KM,Overtime,Work_Life_Balance,Job_Satisfaction,Environment_Satisfaction,Relationship_With_Manager,Training_Hours_Last_Year,Years_Since_Last_Promotion,Salary_Hike_Percent,Projects_Handled,Absenteeism_Days,Stress_Level,Performance_Rating,Attrition,Attrition_Reason,Joining_Date,Email,Phone_Number,Attrition_Risk_Score
EMP01976,Arhaan Kuruvilla,59,Male,HR,HR Executive,Masters,82968,35,Delhi,9,Yes,5,5,3,5,36,8,7,1,22,5,5,No,Not Provided,13-06-2016,uchawla@yahoo.com,2837734275,7
EMP01977,Jivika Ganesan,51,Male,HR,Recruiter,Bachelors,121602,31,Delhi,2,No,5,3,4,2,79,6,1,14,11,3,4,No,Not Provided,26-01-2019,akarshghosh@gupta-kara.com,2131040391,8
EMP01978,Dhruv Tara,47,Female,Operations,Supply Chain Analyst,MBA,58673,21,Delhi,6,Yes,3,4,5,1,19,10,8,8,24,5,5,No,Not Provided,07-05-2024,charvidash@hotmail.com,8656683678,9
EMP01979,Nakul Dora,60,Male,Finance,Finance Manager,Bachelors,172298,40,Chennai,35,Yes,2,2,3,1,37,1,16,5,21,5,2,Yes,"Poor Work Life Balance, Overtime, Low Job Satisfaction",02-08-2024,wableindranil@kulkarni.com,4743589580,14
EMP01980,Ranbir Varghese,29,Male,Finance,Financial Analyst,Masters,124910,0,Hyderabad,30,Yes,2,4,4,1,62,4,19,2,1,5,1,No,Not Provided,23-04-2018,dishanibal@gmail.com,4113439721,11
EMP01981,Madhup Agrawal,57,Female,IT,System Admin,MBA,66651,37,Mumbai,24,Yes,2,5,5,1,57,1,17,1,13,1,4,No,Not Provided,22-07-2022,sairasridhar@chawla.net,4399298541,7
EMP01982,Manikya Doctor,51,Other,Operations,Supply Chain Analyst,MBA,78580,29,Delhi,37,No,3,4,4,4,55,8,14,8,22,4,5,No,Not Provided,11-03-2020,aniruddhchana@gmail.com,4286856926,6
EMP01983,Madhup Sane,17,Female,Marketing,Marketing Manager,Diploma,138849,6,Hyderabad,29,No,1,4,5,4,15,8,1,5,15,5,4,No,Not Provided,16-02-2020,varmazain@yahoo.com,4027630141,11
EMP01984,Badal Bath,55,Male,IT,BI Developer,Masters,28649,30,Delhi,27,No,3,1,1,3,80,8,7,2,16,1,4,No,Not Provided,04-02-2017,aiyengar@bala.com,7984355871,8
EMP01985,Rasha Hayre,56,Male,HR,HR Manager,Bachelors,87098,27,Mumbai,40,Yes,5,1,3,1,74,6,3,2,6,2,2,No,Not Provided,27-06-2016,nishithsanghvi@bakshi.com,3048913836,12
EMP01986,Hazel Bahri,60,Other,Customer Support,Customer Success Manager,Masters,110502,33,Mumbai,6,Yes,4,1,1,5,16,2,19,15,5,2,3,No,Not Provided,03-10-2019,abram33@yahoo.com,658643552,9
EMP01987,Jayan Deep,51,Other,Operations,Supply Chain Analyst,Diploma,58975,27,Bangalore,21,Yes,5,2,3,3,25,7,1,11,14,1,5,No,Not Provided,12-12-2020,samarth58@hotmail.com,1788157911,11
EMP01988,Darshit Mander,53,Male,Sales,Business Development Associate,MBA,81392,31,Kolkata,26,No,5,4,4,3,41,1,14,14,19,4,3,No,Not Provided,06-05-2025,tbalay@gokhale.net,5153267790,6
EMP01989,Saanvi Zachariah,48,Female,Finance,Finance Manager,Diploma,115865,27,Noida,8,No,3,3,1,1,21,5,24,15,2,2,2,No,Not Provided,10-10-2023,zchacko@chowdhury.com,5720339253,8
EMP01990,Eva Baria,24,Male,Finance,Financial Analyst,Masters,106854,4,Chennai,16,No,1,4,2,3,46,1,2,11,21,5,2,No,Not Provided,03-04-2017,kapadiakaira@gmail.com,3820008159,12
EMP01991,Armaan Bahri,21,Other,Customer Support,Support Executive,Masters,80670,0,Chennai,8,No,1,5,2,1,44,6,24,11,4,4,2,Yes,"Poor Work Life Balance, Manager Issues, High Stress",04-03-2025,ravaljivika@ganguly-borra.com,2824247894,14
EMP01992,Anaya Varkey,21,Male,Customer Support,Customer Success Manager,Diploma,77556,0,Mumbai,14,Yes,2,2,4,4,6,7,8,5,12,1,5,No,Not Provided,29-05-2021,mkamdar@hotmail.com,6366641901,10
EMP01993,Yashvi Gala,50,Other,Customer Support,Support Executive,MBA,87351,26,Mumbai,26,No,5,4,3,2,35,8,24,9,16,3,4,No,Not Provided,14-03-2023,bhattuthkarsh@kade-zachariah.net,9878100261,5
EMP01994,Alia Saini,49,Other,Operations,Operations Executive,Masters,64308,19,Kolkata,37,No,4,1,5,5,49,9,2,3,25,5,4,No,Not Provided,19-09-2020,dashgatik@ramaswamy.org,9149859207,11
EMP01995,Gatik Kaur,39,Female,Operations,Operations Executive,Diploma,75859,11,Chennai,7,Yes,2,1,2,5,65,7,19,3,2,4,4,Yes,"Poor Work Life Balance, Overtime, Low Job Satisfaction",15-02-2022,divijlall@hotmail.com,5339246273,15
EMP01996,Nayantara Divan,49,Other,Finance,Finance Manager,MBA,103414.5185,25,Noida,34,Yes,2,3,2,4,7,10,0,10,21,2,1,Yes,"Poor Work Life Balance, Overtime, No Promotion",11-08-2020,kapoorlagan@gmail.com,9659952263,14
EMP01997,Ryan Dutta,60,Female,HR,Recruiter,Diploma,108917,33,Bangalore,11,No,4,4,4,2,45,2,9,14,12,5,3,No,Not Provided,21-10-2017,pswamy@luthra.biz,8874485498,7
EMP01998,Armaan Kalita,36,Female,Marketing,Content Strategist,Masters,80102,14,Kolkata,29,Yes,3,5,2,5,43,5,10,11,8,1,4,No,Not Provided,07-06-2023,edwinlagan@gmail.com,4363158018,9
EMP01999,Abram Apte,42,Other,HR,Recruiter,Bachelors,175211,15,Mumbai,1,Yes,5,1,2,3,6,2,22,10,10,1,2,No,Not Provided,11-01-2023,chakrabartiumang@kumer-sura.com,6285908516,9
EMP02000,Vardaniya Kadakia,28,Female,Marketing,SEO Specialist,Bachelors,107815,7,Noida,38,No,1,3,4,4,56,10,24,4,0,2,3,No,Not Provided,24-07-2021,ojasbhardwaj@hotmail.com,3736228515,6
EMP02001,Samarth Ganesan,41,Male,Sales,Sales Manager,MBA,37946,18,Noida,23,No,7,5,2,2,25,4,12,14,16,2,5,No,Not Provided,16-06-2023,hbasak@gmail.com,7343422896,6
EMP02002,Saanvi Sawhney,59,Male,Marketing,Content Strategist,Masters,54227,29,Bangalore,19,Yes,5,4,2,4,16,0,18,7,20,4,1,No,Not Provided,09-07-2018,neelofarchaudhry@gmail.com,4605275356,7
EMP02003,Zain Madan,35,Male,Sales,Business Development Associate,Masters,42782,6,Noida,37,No,2,5,5,3,20,6,12,12,4,4,1,No,Not Provided,31-05-2022,mkrishnan@hotmail.com,1560123737,11
EMP02004,Renee Ben,49,Female,IT,BI Developer,Bachelors,101012,27,Pune,20,No,4,3,4,2,5,10,4,11,2,5,2,No,Not Provided,15-03-2018,hrishitaboase@hotmail.com,3323002348,11
EMP02005,Zara Chopra,25,Male,Finance,Financial Analyst,Bachelors,89359,0,Mumbai,24,No,3,4,3,3,80,9,19,4,7,4,4,No,Not Provided,11-08-2023,purabdayal@hotmail.com,100522154,5
EMP02006,Mehul Madan,36,Other,IT,Accountant,Diploma,120408,7,Delhi,26,Yes,1,1,3,4,8,5,15,2,24,4,2,Yes,"Poor Work Life Balance, Overtime, Low Job Satisfaction",17-02-2020,kismatbajwa@kota-setty.info,5131421957,14
EMP02007,Lavanya Suri,43,Male,Sales,Business Development Associate,Masters,128095,23,Hyderabad,22,No,2,5,3,5,32,2,12,6,3,2,2,No,Not Provided,19-01-2017,pkapur@yahoo.com,8461634972,3
EMP02008,Rania Jhaveri,47,Other,IT,Data Analyst,MBA,33834,17,Pune,3,Yes,1,2,5,3,40,10,8,8,4,3,3,No,Not Provided,29-12-2022,riyahans@yahoo.com,5632722281,10
EMP02009,Jivin Gaba,24,Male,Finance,Accountant,MBA,160786,3,Noida,4,No,2,4,1,2,72,2,15,15,2,3,3,No,Not Provided,22-09-2025,urvi42@bhagat.info,4183597488,9
EMP02010,Shayak Joshi,39,Female,IT,System Admin,MBA,144545,9,Delhi,2,No,2,4,5,5,64,2,20,4,21,2,1,No,Not Provided,21-07-2023,wasonhimmat@hotmail.com,322257487,3
EMP02011,Ryan Gupta,55,Female,IT,System Admin,Masters,159864,26,Hyderabad,31,Yes,4,1,5,2,77,8,18,11,10,3,1,No,Not Provided,13-09-2024,rchaudhuri@gmail.com,4082473443,12
EMP02012,Vivaan Kaur,37,Male,Customer Support,Support Executive,Diploma,126282,14,Noida,16,No,4,1,4,5,48,0,12,1,17,3,5,No,Not Provided,11-03-2025,yrout@yahoo.com,6628480983,3
EMP02013,Nirvi Bhatti,42,Other,Finance,Financial Analyst,MBA,62974,21,Bangalore,15,No,3,3,4,2,60,0,9,2,20,3,4,No,Not Provided,22-09-2022,semnakul@hotmail.com,8556230023,2
EMP02014,Neelofar Sama,53,Female,Sales,Sales Manager,Bachelors,66304,29,Noida,32,Yes,4,5,1,1,28,2,24,8,0,5,2,No,Not Provided,23-05-2025,bhavin03@hotmail.com,8722916179,10
EMP02015,Lakshit Sinha,58,Other,IT,Software Engineer,Bachelors,88563,37,Chennai,21,No,1,5,1,1,46,8,5,6,22,1,3,No,Not Provided,11-12-2023,wwali@garg.com,6280466565,11
EMP02016,Zeeshan Buch,29,Female,Operations,Supply Chain Analyst,Diploma,52522,0,Kolkata,21,Yes,3,2,5,5,7,9,4,9,13,3,3,No,Not Provided,15-07-2020,tkhare@gola-shenoy.com,4895930482,9
EMP02017,Jivika Tank,23,Other,Marketing,SEO Specialist,Bachelors,86791,1,Delhi,4,Yes,2,4,5,4,5,1,20,4,23,1,1,No,Not Provided,16-07-2021,taran75@yahoo.com,2692150537,5
EMP02018,Madhup Krishna,57,Male,Operations,Supply Chain Analyst,Bachelors,170225,30,Chennai,32,No,5,2,3,5,78,4,3,11,5,2,2,No,Not Provided,02-10-2024,prishaverma@ahluwalia.net,9224015138,8
EMP02019,Aarav Jhaveri,41,Female,HR,Recruiter,MBA,77108,16,Delhi,28,No,1,4,4,3,36,10,9,5,9,5,4,No,Not Provided,13-02-2023,ghosetiya@varughese-dass.com,8083764677,9
EMP02020,Piya Raju,51,Other,Marketing,Content Strategist,MBA,26844,26,Delhi,32,Yes,4,3,2,2,33,2,24,5,21,5,2,No,Not Provided,22-03-2026,shaanbalan@dalia.com,7663284269,10
EMP02021,Keya Basu,50,Male,Sales,Sales Executive,MBA,120470,27,Pune,37,Yes,1,2,3,4,10,2,3,13,6,1,1,Yes,"Poor Work Life Balance, Overtime, Low Job Satisfaction",01-02-2018,sahilganesan@dalal.org,5877968299,13
EMP02022,Jiya Grover,26,Female,Finance,Marketing Manager,Masters,27053,0,Mumbai,13,Yes,4,1,4,5,4,5,9,8,3,3,5,No,Not Provided,14-06-2020,kotharijivin@sankar-baria.com,3680499156,7
EMP02023,Sumer Brar,31,Female,Customer Support,Customer Success Manager,Diploma,37336,4,Kolkata,29,Yes,1,4,5,1,52,4,7,12,6,3,1,No,Not Provided,15-01-2018,ybora@yahoo.com,8510038629,10
EMP02024,Shamik Dyal,37,Female,HR,HR Executive,Masters,59410,16,Noida,19,Yes,2,4,4,2,19,9,5,2,20,2,3,No,Not Provided,22-07-2021,tiya14@toor-ganesan.com,1792246817,11
EMP02025,Rasha Halder,34,Male,Operations,Supply Chain Analyst,MBA,147423,11,Bangalore,1,Yes,1,1,4,3,4,2,19,8,0,3,5,No,Not Provided,28-03-2019,ehsaanraval@yahoo.com,5729883948,8
EMP02026,Darshit Yadav,42,Male,Finance,Finance Manager,Diploma,103414.5185,15,Pune,30,No,5,4,1,4,75,3,10,14,15,4,5,No,Not Provided,05-08-2017,sdani@yahoo.com,8172056314,8
EMP02027,Kimaya Brahmbhatt,25,Other,Marketing,SEO Specialist,Bachelors,129940,1,Hyderabad,40,Yes,1,3,2,3,76,7,13,6,17,5,3,Yes,"Poor Work Life Balance, Overtime, High Stress",09-09-2022,uanand@hotmail.com,2819154256,13
EMP02028,Divij Srinivasan,59,Male,Customer Support,Customer Success Manager,Diploma,151643,37,Chennai,35,Yes,3,5,3,5,6,8,23,10,6,1,2,No,Not Provided,06-09-2024,pdoctor@contractor.net,4317578944,7
EMP02029,Nehmat Bhasin,41,Other,HR,HR Executive,Diploma,115748,12,Mumbai,7,No,3,1,2,1,7,5,4,3,14,5,4,Yes,"Low Job Satisfaction, Manager Issues, High Stress",29-08-2019,aarnabhat@gmail.com,1982596021,14
EMP02030,Drishya Dar,46,Male,Operations,Supply Chain Analyst,Masters,31434,19,Pune,2,Yes,3,1,2,4,80,8,9,14,24,4,5,Yes,"Overtime, Low Job Satisfaction, High Stress",04-07-2022,krishemir@hayre.info,1355009442,14
EMP02031,Samiha Saran,39,Other,Sales,Sales Executive,Bachelors,137917,19,Delhi,3,Yes,5,5,5,3,8,7,12,5,20,4,2,No,Not Provided,10-11-2022,samarmander@hotmail.com,6961815474,7
EMP02032,Jayesh Bhagat,47,Male,Operations,Supply Chain Analyst,Masters,68203,21,Pune,14,Yes,2,3,2,3,32,1,4,11,8,3,4,No,Not Provided,10-05-2023,aryarhea@tata.org,44543908,11
EMP02033,Aarna Hora,33,Female,Operations,Supply Chain Analyst,Diploma,89378,3,Delhi,6,No,1,5,3,1,52,9,14,2,17,4,4,No,Not Provided,17-05-2023,uppalshaan@gmail.com,1558435853,10
EMP02034,Nirvi Wadhwa,56,Male,HR,HR Manager,Bachelors,45658,26,Bangalore,25,No,3,3,3,5,69,9,19,2,20,1,2,No,Not Provided,13-02-2021,yluthra@som.com,5793016219,3
EMP02035,Alisha Bajaj,41,Other,Operations,Supply Chain Analyst,Diploma,47387,12,Mumbai,23,Yes,1,1,3,2,48,1,16,5,12,2,4,No,Not Provided,20-07-2023,pihu72@krishnamurthy.com,2199433308,10
EMP02036,Manjari Bala,26,Male,Marketing,Marketing Manager,Diploma,102365,2,Noida,20,No,2,2,3,2,15,0,5,13,9,5,3,Yes,"Poor Work Life Balance, Low Job Satisfaction, Manager Issues",24-12-2024,balansana@hotmail.com,4008763025,15
EMP02037,Riya Ramachandran,36,Male,IT,Data Analyst,Diploma,72255,10,Mumbai,12,No,4,2,5,5,27,7,22,12,25,1,5,No,Not Provided,20-05-2020,rajagopalanurvi@hotmail.com,9341619832,7
EMP02038,Anika Bhagat,30,Male,Marketing,Marketing Manager,Bachelors,159214,2,Noida,34,Yes,3,1,3,2,1,9,11,4,18,3,1,No,Not Provided,27-03-2025,ivansur@gmail.com,8615260645,10
EMP02039,Kashvi De,33,Male,Operations,Supply Chain Analyst,Masters,95471,10,Pune,6,No,2,5,1,4,29,5,23,6,12,1,1,No,Not Provided,16-12-2020,parikrishnamurthy@gade.com,8688499684,7
EMP02040,Pranay Chandran,54,Male,Operations,Operations Executive,MBA,105394,31,Delhi,4,No,4,4,3,3,59,5,25,11,22,2,1,No,Not Provided,11-05-2021,vaidyaishita@dewan-shenoy.com,6473595481,4
EMP02041,Fateh Kashyap,27,Female,Finance,Accountant,Masters,99317,1,Kolkata,22,No,5,1,2,5,57,9,20,14,15,3,4,No,Not Provided,16-12-2020,walidrishya@sule.biz,813967548,9
EMP02042,Adah Warrior,55,Male,HR,Recruiter,Bachelors,45413,25,Kolkata,2,No,1,2,4,4,54,3,4,15,5,2,5,No,Not Provided,03-05-2020,iswamy@roy.com,5727422375,10
EMP02043,Aaina Garg,26,Female,Sales,Sales Manager,Bachelors,173022,2,Pune,30,Yes,5,2,4,1,30,7,17,14,23,5,3,Yes,"Overtime, Low Job Satisfaction, Manager Issues",02-02-2024,drishya72@bhavsar-srivastava.com,8934618525,15
EMP02044,Nirvaan Shetty,48,Other,IT,System Admin,MBA,35227,20,Mumbai,34,No,2,4,4,2,24,9,17,7,4,5,3,No,Not Provided,01-09-2017,ivan26@virk.info,2686507064,11
EMP02045,Ishita Chaudry,45,Other,Operations,Operations Executive,MBA,75859,15,Mumbai,25,Yes,5,5,5,3,0,1,6,3,9,3,2,No,Not Provided,27-08-2023,Not Generated,8985756281,3
EMP02046,Zara Dasgupta,58,Other,Operations,Supply Chain Analyst,Masters,106687,35,Mumbai,19,No,5,4,4,3,65,5,19,2,11,2,1,No,Not Provided,20-03-2018,subramaniamjhanvi@hotmail.com,8959523977,2
EMP02047,Aayush Biswas,36,Other,Sales,Business Development Associate,MBA,98650,9,Bangalore,14,No,2,3,3,2,56,3,8,6,3,3,5,No,Not Provided,11-03-2026,ravianiruddh@hotmail.com,2983963340,5
EMP02048,Vaibhav Venkatesh,54,Female,Customer Support,Customer Success Manager,Bachelors,133597,34,Pune,17,Yes,4,4,4,3,80,7,23,8,22,4,1,No,Not Provided,03-01-2026,tankazad@gandhi-saxena.net,4375290002,7
EMP02049,Pihu Batta,43,Female,IT,System Admin,Diploma,57609,19,Chennai,5,No,4,5,1,4,3,6,2,11,0,5,4,No,Not Provided,15-09-2017,jainindrajit@yahoo.com,3116918951,11
EMP02050,Jayan Sandal,60,Male,IT,System Admin,Diploma,41396,32,Kolkata,19,Yes,5,3.039382866,5,1,43,10,3,14,16,1,2,No,Not Provided,12-08-2024,nbala@yahoo.com,2609468382,10
EMP02051,Prisha Babu,22,Female,Finance,Financial Analyst,Bachelors,96286,0,Delhi,4,No,2,1,5,2,49,5,15,8,13,4,3,Yes,"Poor Work Life Balance, Low Job Satisfaction, Manager Issues",23-05-2021,baiju96@sabharwal.com,7377156749,13
EMP02052,Bhavin Bhatti,30,Female,Customer Support,Customer Success Manager,Bachelors,119896,4,Noida,29,Yes,1,3,1,4,4,10,13,13,6,4,4,Yes,"Poor Work Life Balance, Overtime, High Stress",27-06-2024,kavyaswaminathan@gmail.com,9901745218,15
EMP02053,Ritvik Dube,22,Female,Finance,Finance Manager,MBA,158834,0,Delhi,12,No,5,1,3,4,42,2,2,15,7,1,5,No,Not Provided,13-08-2024,madhupbandi@kaul-vig.com,7946858205,7
EMP02054,Suhana Trivedi,58,Female,Customer Support,Customer Success Manager,Masters,116135,29,Chennai,8,Yes,3,4,5,4,40,0,6,2,9,4,4,No,Not Provided,02-09-2021,varmanakul@saran-bhasin.net,7518125996,5
EMP02055,Kimaya Sachdeva,48,Male,Operations,Operations Executive,Bachelors,130738,27,Delhi,33,Yes,3,3,4,5,33,9,8,2,22,4,4,No,Not Provided,01-05-2025,baiju49@tank.info,9657930832,8
EMP02056,Hiran Gupta,30,Female,Operations,Supply Chain Analyst,MBA,28045,9,Chennai,29,No,1,5,5,5,52,0,12,12,23,5,4,No,Not Provided,27-03-2020,datesana@hotmail.com,9388903528,9
EMP02057,Nitya Shukla,38,Male,Sales,Sales Manager,Masters,122844,10,Bangalore,15,No,1,4,5,1,26,5,12,6,1,2,4,No,Not Provided,01-01-2023,jhadharmajan@savant.com,7577473291,7
EMP02058,Samarth Krishnamurthy,34,Female,Sales,Sales Manager,MBA,138483,4,Hyderabad,22,No,1,1,3,2,21,9,14,3,7,4,5,Yes,"Poor Work Life Balance, Low Job Satisfaction, Manager Issues",05-05-2021,himmat38@maharaj.com,8244347042,13
EMP02059,Reyansh Vala,59,Female,Finance,Finance Manager,Diploma,135861,36,Bangalore,5,No,4,1,4,1,40,8,20,4,2,5,2,No,Not Provided,01-06-2019,samarmanda@hotmail.com,5275144540,10
EMP02060,Yuvraj  Gera,46,Female,Marketing,SEO Specialist,MBA,71977,23,Kolkata,19,Yes,3,5,3,4,49,10,11,3,21,3,1,No,Not Provided,20-09-2022,dshukla@vora.com,1122261113,4
EMP02061,Dharmajan Khanna,38,Male,Customer Support,Customer Success Manager,Masters,141779,9,Hyderabad,23,Yes,3,1,3,3,37,4,21,12,12,2,2,No,Not Provided,17-09-2023,ivana35@hotmail.com,2337696621,7
EMP02062,Tushar Butala,51,Male,IT,Software Engineer,Diploma,114978,30,Delhi,17,No,1,2,5,5,3,2,14,10,19,2,2,No,Not Provided,02-12-2023,vritikagoyal@hayer-batra.biz,4998734399,8
EMP02063,Kiaan Tripathi,44,Other,Customer Support,Customer Success Manager,Bachelors,177142,15,Delhi,32,Yes,5,1,2,1,66,10,23,7,9,1,2,No,Not Provided,05-10-2024,shamikiyer@luthra.com,7090858571,12
EMP02064,Vritika Iyengar,33,Female,Operations,Operations Executive,Bachelors,105014,6,Kolkata,27,No,3,5,5,1,36,9,20,13,1,4,2,No,Not Provided,27-12-2016,pdhar@vala.com,6183635117,10
EMP02065,Taimur Lal,45,Female,Customer Support,Support Executive,Masters,74125,20,Bangalore,21,Yes,2,3,2,5,72,8,13,9,16,5,4,No,Not Provided,02-02-2025,vardaniya04@sangha.com,3013228768,12
EMP02066,Zeeshan Zachariah,47,Male,Operations,Supply Chain Analyst,Masters,164724,27,Chennai,5,No,2,5,5,5,18,3,23,11,9,5,3,No,Not Provided,20-11-2022,ahujasamiha@gmail.com,3377887596,8
EMP02067,Taran Acharya,43,Other,Customer Support,Customer Success Manager,Bachelors,139689,17,Kolkata,1,No,3,5,4,4,79,9,16,11,13,5,3,No,Not Provided,28-11-2023,ahalder@warrior-yadav.info,2794761318,7
EMP02068,Shlok Sandal,22,Male,Finance,Accountant,Diploma,124024,0,Delhi,13,No,5,4,2,3,41,3,2,11,2,5,2,No,Not Provided,07-06-2019,misha32@badal.com,5976359742,9
EMP02069,Misha Chatterjee,24,Male,Operations,Supply Chain Analyst,Bachelors,98494,4,Noida,20,No,2,4,3,5,65,2,14,6,2,5,3,No,Not Provided,12-01-2026,krishnanehmat@hotmail.com,7353750895,6
EMP02070,Renee Bakshi,59,Female,Sales,Sales Manager,Masters,105435.8899,33,Bangalore,31,Yes,4,5,5,4,58,4,25,2,6,1,2,No,Not Provided,04-11-2021,yashvi73@kara.com,7421113829,3
EMP02071,Baiju Bhatia,32,Female,Marketing,SEO Specialist,Masters,122807,5,Bangalore,12,Yes,2,4,3,5,44,5,7,11,19,1,2,No,Not Provided,06-10-2020,chaudhurisana@chopra.com,5007700249,9
EMP02072,Amira Dhillon,38,Female,IT,Data Analyst,Masters,152686,8,Bangalore,16,Yes,2,4,5,2,73,0,8,12,24,4,1,No,Not Provided,05-07-2018,dkari@yahoo.com,3386152329,12
EMP02073,Shanaya Wable,29,Male,Marketing,SEO Specialist,Masters,76107,9,Bangalore,16,Yes,4,4,1,2,48,3,7,4,6,3,1,No,Not Provided,24-07-2019,dharmajan25@hotmail.com,4367475318,6
EMP02074,Kiara Bajaj,23,Other,Finance,Finance Manager,Diploma,28509,0,Hyderabad,9,Yes,2,4,1,1,77,2,9,3,7,2,5,No,Not Provided,01-09-2020,nehmatbir@yahoo.com,325839422,9
EMP02075,Indrans Borah,60,Other,Marketing,Marketing Manager,MBA,129752,37,Noida,6,No,3,2,2,3,39,5,14,15,8,2,4,No,Not Provided,11-05-2025,krishnastuvan@gmail.com,4310300459,9
EMP02076,Anahi Wali,42,Female,Operations,Supply Chain Analyst,Bachelors,134397,13,Chennai,37,No,4,3,2,4,37,10,7,1,20,4,5,No,Not Provided,07-10-2017,pihuchauhan@atwal.com,3047393993,8
EMP02077,Mahika Shere,22,Other,Finance,Financial Analyst,MBA,75774,0,Delhi,25,No,3,1,1,5,25,3,17,3,25,4,5,No,Not Provided,09-10-2023,varkeynitara@mander.com,2380441585,9
EMP02078,Darshit Ganesh,51,Male,IT,Software Engineer,Masters,179150,30,Bangalore,16,Yes,1,1,5,4,60,4,20,2,12,1,5,No,Not Provided,14-05-2021,bdoctor@rout.info,5725163580,8
EMP02079,Misha Zachariah,21,Other,Customer Support,Support Executive,Diploma,54560,1,Noida,1,No,4,4,2,1,61,6,5,14,5,4,1,Yes,"Manager Issues, High Stress, No Promotion",29-03-2026,samihachadha@hotmail.com,9970453098,13
EMP02080,Sumer Agarwal,54,Male,HR,Recruiter,Masters,108323,24,Noida,9,Yes,4,1,1,3,29,2,13,10,12,5,5,No,Not Provided,20-05-2017,kalalagan@kara.org,9178711088,12
EMP02081,Ryan Chada,32,Other,Finance,Accountant,Masters,102195.4237,2,Noida,21,No,2,3,3,5,31,0,20,2,24,2,5,No,Not Provided,30-04-2022,lchoudhury@gmail.com,5829296278,3
EMP02082,Tejas Dara,26,Female,Customer Support,Customer Success Manager,Bachelors,96411,0,Bangalore,31,No,1,2,5,5,54,9,7,8,8,2,3,No,Not Provided,13-12-2016,chhabrasamar@sandal.biz,6825040692,9
EMP02083,Mehul Das,50,Male,HR,Recruiter,Masters,149327,27,Hyderabad,3,No,1,4,5,3,63,6,23,10,15,4,4,No,Not Provided,17-07-2019,jayant81@kata-vala.com,8938371829,10
EMP02084,Zain Mahajan,33,Male,Sales,Business Development Associate,Bachelors,122253,3,Mumbai,39,No,3,1,3,5,36,7,23,3,11,3,5,No,Not Provided,21-08-2022,bhamini45@barad.net,8044371088,6
EMP02085,Vedika Sekhon,47,Other,Not assigned,Supply Chain Analyst,MBA,118706,22,Noida,28,Yes,4,4,3,5,2,9,21,8,10,5,1,No,Not Provided,02-07-2024,aarna93@anne.info,3555302407,8
EMP02086,Taran Konda,39,Female,Customer Support,Customer Success Manager,Diploma,175494,19,Noida,11,Yes,1,5,5,2,73,8,23,3,7,5,4,No,Not Provided,28-02-2022,kismat77@lal.info,6746622551,12
EMP02087,Stuvan Sinha,34,Other,Operations,Operations Executive,Masters,48814,5,Delhi,40,Yes,3,1,1,1,52,0,20,8,0,4,5,Yes,"Overtime, Low Job Satisfaction, Manager Issues",02-01-2021,crout@yahoo.com,4228772526,13
EMP02088,Mehul Dhar,22,Male,HR,Recruiter,MBA,99166,0,Mumbai,1,No,5,1,3,2,70,10,12,10,17,2,1,No,Not Provided,29-11-2024,kamdarvidur@hotmail.com,1880697209,9
EMP02089,Nehmat Yadav,35,Female,IT,System Admin,Diploma,141650,12,Kolkata,22,Yes,5,5,1,2,61,10,14,14,20,5,5,Yes,"Overtime, Manager Issues, High Stress",17-02-2019,shaancherian@kadakia.com,6848103938,13
EMP02090,Pranay Dutt,35,Female,Marketing,SEO Specialist,Diploma,63375,6,Chennai,13,No,5,4,1,4,73,9,5,12,8,4,5,No,Not Provided,13-08-2017,abram82@johal.com,1065861550,11
EMP02091,Emir Chhabra,29,Other,Marketing,Marketing Manager,Diploma,111333,5,Noida,7,Yes,1,2,4,1,77,2,2,15,11,3,5,Yes,"Poor Work Life Balance, Overtime, Low Job Satisfaction",27-05-2016,goyalcharvi@kara-bahri.com,8346880980,14
EMP02092,Ryan Chacko,32,Other,Marketing,Content Strategist,Diploma,84659,3,Mumbai,31,No,5,2,2,5,6,8,8,14,1,2,2,No,Not Provided,10-06-2018,kadakiachirag@gmail.com,5417235555,10
EMP02093,Jiya Barman,53,Other,Customer Support,Support Executive,Masters,80121,28,Hyderabad,17,Yes,3,1,4,5,77,5,10,10,25,4,4,No,Not Provided,06-04-2020,krishnaaarush@gmail.com,1209973700,12
EMP02094,Prisha Sandal,43,Male,Finance,Financial Analyst,Bachelors,119984,15,Mumbai,22,No,1,1,3,3,20,0,18,8,10,2,5,No,Not Provided,03-11-2021,ssehgal@raja.com,8576774410,6
EMP02095,Aarna Raj,59,Male,Marketing,Marketing Manager,MBA,123356,34,Kolkata,36,No,5,1,3,1,45,2,1,9,7,1,5,No,Not Provided,01-05-2019,xlala@gandhi.biz,4871328283,8
EMP02096,Jayesh Gandhi,49,Female,Marketing,Content Strategist,Diploma,35492,24,Bangalore,13,Yes,4,4,3,4,12,8,2,15,0,4,3,No,Not Provided,16-03-2020,dharmajanmall@vig.com,9415588467,11
EMP02097,Vanya Sanghvi,58,Female,Marketing,SEO Specialist,MBA,110098,36,Delhi,26,Yes,4,5,3,3,11,1,14,7,19,2,3,No,Not Provided,12-03-2020,uthkarshmaster@hotmail.com,7980438763,3
